id,scene_id,image,query_type,question,option_A,option_B,option_C,option_D,option_E,answer,answer_text,split_group,ood_axis,layout_family,lighting_condition,clutter_level,task_family
tray_036_q05,tray_036,images/tray_036.png,orientation_arrow,Which direction does the orange orientation arrow point?,right,diagonal,up,left,down,B,diagonal,ood_low_light,low_light,wide_grid,low_light,medium,spatial_reasoning
tray_036_q06,tray_036,images/tray_036.png,instrument_count,How many scalpel items are visible?,2,1,0,4,3,A,2,ood_low_light,low_light,wide_grid,low_light,medium,inventory_check
tray_036_q07,tray_036,images/tray_036.png,checklist_order,"In the checklist strip, which step comes immediately after step 1?",1,4,3,2,5,E,5,ood_low_light,low_light,wide_grid,low_light,medium,sequence_memory
tray_037_q00,tray_037,images/tray_037.png,instrument_slot,Which compartment contains the forceps?,Slot 2,Slot 1,Slot 3,Slot 4,Slot 6,E,Slot 6,ood_low_light,low_light,wide_grid,low_light,medium,inventory_check
tray_037_q01,tray_037,images/tray_037.png,empty_slot,Which numbered compartment is empty?,Slot 4,Slot 3,Slot 1,Slot 2,Slot 5,C,Slot 1,ood_low_light,low_light,wide_grid,low_light,medium,inventory_check
tray_037_q02,tray_037,images/tray_037.png,indicator_color,What color is the sterility indicator strip?,blue,green,pink,brown,amber,E,amber,ood_low_light,low_light,wide_grid,low_light,medium,sterility_check
tray_037_q03,tray_037,images/tray_037.png,tag_code,What two-digit tray tag is displayed?,12,41,76,72,87,B,41,ood_low_light,low_light,wide_grid,low_light,medium,text_reading
tray_037_q04,tray_037,images/tray_037.png,seal_breach,Where is the red wrap breach mark located?,lower-left,lower-right,center,upper-left,upper-right,A,lower-left,ood_low_light,low_light,wide_grid,low_light,medium,sterility_check
tray_037_q05,tray_037,images/tray_037.png,orientation_arrow,Which direction does the orange orientation arrow point?,right,left,diagonal,down,up,D,down,ood_low_light,low_light,wide_grid,low_light,medium,spatial_reasoning
tray_037_q06,tray_037,images/tray_037.png,instrument_count,How many forceps items are visible?,0,3,1,2,4,C,1,ood_low_light,low_light,wide_grid,low_light,medium,inventory_check
tray_037_q07,tray_037,images/tray_037.png,checklist_order,"In the checklist strip, which step comes immediately after step 1?",1,2,5,4,3,D,4,ood_low_light,low_light,wide_grid,low_light,medium,sequence_memory
tray_038_q00,tray_038,images/tray_038.png,instrument_slot,Which compartment contains the syringe?,Slot 3,Slot 5,Slot 1,Slot 2,Slot 4,B,Slot 5,ood_low_light,low_light,wide_grid,low_light,medium,inventory_check
tray_038_q01,tray_038,images/tray_038.png,empty_slot,Which numbered compartment is empty?,Slot 3,Slot 1,Slot 4,Slot 2,Slot 5,A,Slot 3,ood_low_light,low_light,wide_grid,low_light,medium,inventory_check
tray_038_q02,tray_038,images/tray_038.png,indicator_color,What color is the sterility indicator strip?,blue,green,pink,brown,amber,B,green,ood_low_light,low_light,wide_grid,low_light,medium,sterility_check
tray_038_q03,tray_038,images/tray_038.png,tag_code,What two-digit tray tag is displayed?,66,86,41,35,93,B,86,ood_low_light,low_light,wide_grid,low_light,medium,text_reading
tray_038_q04,tray_038,images/tray_038.png,seal_breach,Where is the red wrap breach mark located?,center,lower-right,lower-left,upper-left,upper-right,B,lower-right,ood_low_light,low_light,wide_grid,low_light,medium,sterility_check
tray_038_q05,tray_038,images/tray_038.png,orientation_arrow,Which direction does the orange orientation arrow point?,up,right,diagonal,down,left,C,diagonal,ood_low_light,low_light,wide_grid,low_light,medium,spatial_reasoning
tray_038_q06,tray_038,images/tray_038.png,instrument_count,How many gauze items are visible?,2,0,4,3,1,A,2,ood_low_light,low_light,wide_grid,low_light,medium,inventory_check
tray_038_q07,tray_038,images/tray_038.png,checklist_order,"In the checklist strip, which step comes immediately after step 2?",4,2,3,1,5,D,1,ood_low_light,low_light,wide_grid,low_light,medium,sequence_memory
tray_039_q00,tray_039,images/tray_039.png,instrument_slot,Which compartment contains the clamp?,Slot 2,Slot 4,Slot 6,Slot 3,Slot 1,C,Slot 6,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,inventory_check
tray_039_q01,tray_039,images/tray_039.png,empty_slot,Which numbered compartment is empty?,Slot 5,Slot 4,Slot 1,Slot 2,Slot 3,D,Slot 2,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,inventory_check
tray_039_q02,tray_039,images/tray_039.png,indicator_color,What color is the sterility indicator strip?,pink,green,blue,amber,brown,D,amber,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,sterility_check
tray_039_q03,tray_039,images/tray_039.png,tag_code,What two-digit tray tag is displayed?,64,71,52,11,87,D,11,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,text_reading
tray_039_q04,tray_039,images/tray_039.png,seal_breach,Where is the red wrap breach mark located?,upper-left,center,lower-right,upper-right,lower-left,E,lower-left,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,sterility_check
tray_039_q05,tray_039,images/tray_039.png,orientation_arrow,Which direction does the orange orientation arrow point?,down,up,right,left,diagonal,B,up,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,spatial_reasoning
tray_039_q06,tray_039,images/tray_039.png,instrument_count,How many scalpel items are visible?,4,1,3,2,0,E,0,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,inventory_check
tray_039_q07,tray_039,images/tray_039.png,checklist_order,"In the checklist strip, which step comes immediately after step 5?",5,4,3,1,2,C,3,ood_blue_cast,blue_cast,standard_grid,blue_cast,medium,sequence_memory
tray_040_q00,tray_040,images/tray_040.png,instrument_slot,Which compartment contains the gauze?,Slot 2,Slot 5,Slot 1,Slot 3,Slot 4,B,Slot 5,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,inventory_check
tray_040_q01,tray_040,images/tray_040.png,empty_slot,Which numbered compartment is empty?,Slot 3,Slot 4,Slot 5,Slot 1,Slot 2,B,Slot 4,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,inventory_check
tray_040_q02,tray_040,images/tray_040.png,indicator_color,What color is the sterility indicator strip?,green,blue,brown,amber,pink,C,brown,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,sterility_check
tray_040_q03,tray_040,images/tray_040.png,tag_code,What two-digit tray tag is displayed?,35,47,64,90,26,D,90,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,text_reading
tray_040_q04,tray_040,images/tray_040.png,seal_breach,Where is the red wrap breach mark located?,lower-left,lower-right,upper-right,center,upper-left,C,upper-right,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,sterility_check
tray_040_q05,tray_040,images/tray_040.png,orientation_arrow,Which direction does the orange orientation arrow point?,diagonal,down,left,up,right,B,down,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,spatial_reasoning
tray_040_q06,tray_040,images/tray_040.png,instrument_count,How many forceps items are visible?,2,0,3,4,1,A,2,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,inventory_check
tray_040_q07,tray_040,images/tray_040.png,checklist_order,"In the checklist strip, which step comes immediately after step 2?",3,1,5,4,2,D,4,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,sequence_memory
tray_041_q00,tray_041,images/tray_041.png,instrument_slot,Which compartment contains the clamp?,Slot 3,Slot 5,Slot 4,Slot 2,Slot 1,A,Slot 3,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,inventory_check
tray_041_q01,tray_041,images/tray_041.png,empty_slot,Which numbered compartment is empty?,Slot 1,Slot 5,Slot 2,Slot 4,Slot 3,D,Slot 4,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,inventory_check
tray_041_q02,tray_041,images/tray_041.png,indicator_color,What color is the sterility indicator strip?,green,brown,pink,amber,blue,C,pink,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,sterility_check
tray_041_q03,tray_041,images/tray_041.png,tag_code,What two-digit tray tag is displayed?,74,65,60,66,71,A,74,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,text_reading
tray_041_q04,tray_041,images/tray_041.png,seal_breach,Where is the red wrap breach mark located?,upper-left,upper-right,lower-left,lower-right,center,A,upper-left,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,sterility_check
tray_041_q05,tray_041,images/tray_041.png,orientation_arrow,Which direction does the orange orientation arrow point?,right,diagonal,down,up,left,A,right,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,spatial_reasoning
tray_041_q06,tray_041,images/tray_041.png,instrument_count,How many scalpel items are visible?,0,4,1,2,3,D,2,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,inventory_check
tray_041_q07,tray_041,images/tray_041.png,checklist_order,"In the checklist strip, which step comes immediately after step 3?",5,1,3,2,4,D,2,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,sequence_memory
tray_042_q00,tray_042,images/tray_042.png,instrument_slot,Which compartment contains the clamp?,Slot 1,Slot 2,Slot 3,Slot 6,Slot 4,D,Slot 6,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,inventory_check
tray_042_q01,tray_042,images/tray_042.png,empty_slot,Which numbered compartment is empty?,Slot 2,Slot 5,Slot 3,Slot 4,Slot 1,E,Slot 1,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,inventory_check
tray_042_q02,tray_042,images/tray_042.png,indicator_color,What color is the sterility indicator strip?,pink,green,amber,blue,brown,B,green,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,sterility_check
tray_042_q03,tray_042,images/tray_042.png,tag_code,What two-digit tray tag is displayed?,93,89,53,96,20,E,20,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,text_reading
tray_042_q04,tray_042,images/tray_042.png,seal_breach,Where is the red wrap breach mark located?,lower-right,upper-right,upper-left,lower-left,center,B,upper-right,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,sterility_check
tray_042_q05,tray_042,images/tray_042.png,orientation_arrow,Which direction does the orange orientation arrow point?,diagonal,up,down,right,left,E,left,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,spatial_reasoning
tray_042_q06,tray_042,images/tray_042.png,instrument_count,How many forceps items are visible?,2,3,0,4,1,D,4,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,inventory_check
tray_042_q07,tray_042,images/tray_042.png,checklist_order,"In the checklist strip, which step comes immediately after step 1?",3,4,2,5,1,A,3,ood_blue_cast,blue_cast,compact_grid,blue_cast,medium,sequence_memory
tray_043_q00,tray_043,images/tray_043.png,instrument_slot,Which compartment contains the forceps?,Slot 4,Slot 1,Slot 5,Slot 2,Slot 3,E,Slot 3,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,inventory_check
tray_043_q01,tray_043,images/tray_043.png,empty_slot,Which numbered compartment is empty?,Slot 3,Slot 1,Slot 2,Slot 6,Slot 4,D,Slot 6,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,inventory_check
tray_043_q02,tray_043,images/tray_043.png,indicator_color,What color is the sterility indicator strip?,amber,green,blue,pink,brown,B,green,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,sterility_check
tray_043_q03,tray_043,images/tray_043.png,tag_code,What two-digit tray tag is displayed?,41,73,11,96,77,A,41,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,text_reading
tray_043_q04,tray_043,images/tray_043.png,seal_breach,Where is the red wrap breach mark located?,upper-left,lower-left,lower-right,center,upper-right,C,lower-right,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,sterility_check
tray_043_q05,tray_043,images/tray_043.png,orientation_arrow,Which direction does the orange orientation arrow point?,down,diagonal,right,up,left,C,right,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,spatial_reasoning
tray_043_q06,tray_043,images/tray_043.png,instrument_count,How many clamp items are visible?,2,1,4,0,3,D,0,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,inventory_check
tray_043_q07,tray_043,images/tray_043.png,checklist_order,"In the checklist strip, which step comes immediately after step 2?",4,5,1,3,2,C,1,ood_blue_cast,blue_cast,offset_grid,blue_cast,medium,sequence_memory
tray_044_q00,tray_044,images/tray_044.png,instrument_slot,Which compartment contains the scalpel?,Slot 2,Slot 1,Slot 4,Slot 5,Slot 3,D,Slot 5,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_044_q01,tray_044,images/tray_044.png,empty_slot,Which numbered compartment is empty?,Slot 2,Slot 3,Slot 5,Slot 4,Slot 1,A,Slot 2,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_044_q02,tray_044,images/tray_044.png,indicator_color,What color is the sterility indicator strip?,green,blue,amber,pink,brown,C,amber,ood_glare,glare,standard_grid,glare,medium,sterility_check
tray_044_q03,tray_044,images/tray_044.png,tag_code,What two-digit tray tag is displayed?,12,66,26,96,20,C,26,ood_glare,glare,standard_grid,glare,medium,text_reading
tray_044_q04,tray_044,images/tray_044.png,seal_breach,Where is the red wrap breach mark located?,center,lower-left,upper-right,lower-right,upper-left,D,lower-right,ood_glare,glare,standard_grid,glare,medium,sterility_check
tray_044_q05,tray_044,images/tray_044.png,orientation_arrow,Which direction does the orange orientation arrow point?,right,left,up,diagonal,down,E,down,ood_glare,glare,standard_grid,glare,medium,spatial_reasoning
tray_044_q06,tray_044,images/tray_044.png,instrument_count,How many clamp items are visible?,2,4,1,3,0,E,0,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_044_q07,tray_044,images/tray_044.png,checklist_order,"In the checklist strip, which step comes immediately after step 1?",1,4,3,5,2,D,5,ood_glare,glare,standard_grid,glare,medium,sequence_memory
tray_045_q00,tray_045,images/tray_045.png,instrument_slot,Which compartment contains the gauze?,Slot 1,Slot 4,Slot 5,Slot 3,Slot 2,B,Slot 4,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_045_q01,tray_045,images/tray_045.png,empty_slot,Which numbered compartment is empty?,Slot 3,Slot 1,Slot 4,Slot 2,Slot 5,B,Slot 1,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_045_q02,tray_045,images/tray_045.png,indicator_color,What color is the sterility indicator strip?,brown,pink,blue,green,amber,B,pink,ood_glare,glare,standard_grid,glare,medium,sterility_check
tray_045_q03,tray_045,images/tray_045.png,tag_code,What two-digit tray tag is displayed?,22,79,14,52,80,E,80,ood_glare,glare,standard_grid,glare,medium,text_reading
tray_045_q04,tray_045,images/tray_045.png,seal_breach,Where is the red wrap breach mark located?,lower-right,center,upper-right,upper-left,lower-left,D,upper-left,ood_glare,glare,standard_grid,glare,medium,sterility_check
tray_045_q05,tray_045,images/tray_045.png,orientation_arrow,Which direction does the orange orientation arrow point?,left,diagonal,right,up,down,C,right,ood_glare,glare,standard_grid,glare,medium,spatial_reasoning
tray_045_q06,tray_045,images/tray_045.png,instrument_count,How many scalpel items are visible?,3,2,0,1,4,D,1,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_045_q07,tray_045,images/tray_045.png,checklist_order,"In the checklist strip, which step comes immediately after step 3?",3,1,5,2,4,E,4,ood_glare,glare,standard_grid,glare,medium,sequence_memory
tray_046_q00,tray_046,images/tray_046.png,instrument_slot,Which compartment contains the clamp?,Slot 2,Slot 4,Slot 3,Slot 1,Slot 5,B,Slot 4,ood_glare,glare,wide_grid,glare,medium,inventory_check
tray_046_q01,tray_046,images/tray_046.png,empty_slot,Which numbered compartment is empty?,Slot 3,Slot 4,Slot 1,Slot 5,Slot 2,C,Slot 1,ood_glare,glare,wide_grid,glare,medium,inventory_check
tray_046_q02,tray_046,images/tray_046.png,indicator_color,What color is the sterility indicator strip?,brown,blue,green,amber,pink,B,blue,ood_glare,glare,wide_grid,glare,medium,sterility_check
tray_046_q03,tray_046,images/tray_046.png,tag_code,What two-digit tray tag is displayed?,91,39,85,97,42,A,91,ood_glare,glare,wide_grid,glare,medium,text_reading
tray_046_q04,tray_046,images/tray_046.png,seal_breach,Where is the red wrap breach mark located?,center,lower-left,upper-left,upper-right,lower-right,C,upper-left,ood_glare,glare,wide_grid,glare,medium,sterility_check
tray_046_q05,tray_046,images/tray_046.png,orientation_arrow,Which direction does the orange orientation arrow point?,down,right,diagonal,left,up,D,left,ood_glare,glare,wide_grid,glare,medium,spatial_reasoning
tray_046_q06,tray_046,images/tray_046.png,instrument_count,How many clamp items are visible?,1,3,4,0,2,A,1,ood_glare,glare,wide_grid,glare,medium,inventory_check
tray_046_q07,tray_046,images/tray_046.png,checklist_order,"In the checklist strip, which step comes immediately after step 2?",5,2,4,3,1,E,1,ood_glare,glare,wide_grid,glare,medium,sequence_memory
tray_047_q00,tray_047,images/tray_047.png,instrument_slot,Which compartment contains the scalpel?,Slot 6,Slot 4,Slot 1,Slot 3,Slot 2,A,Slot 6,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_047_q01,tray_047,images/tray_047.png,empty_slot,Which numbered compartment is empty?,Slot 3,Slot 1,Slot 2,Slot 4,Slot 5,B,Slot 1,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_047_q02,tray_047,images/tray_047.png,indicator_color,What color is the sterility indicator strip?,blue,brown,amber,green,pink,C,amber,ood_glare,glare,standard_grid,glare,medium,sterility_check
tray_047_q03,tray_047,images/tray_047.png,tag_code,What two-digit tray tag is displayed?,78,70,67,12,63,D,12,ood_glare,glare,standard_grid,glare,medium,text_reading
tray_047_q04,tray_047,images/tray_047.png,seal_breach,Where is the red wrap breach mark located?,lower-right,center,upper-left,upper-right,lower-left,C,upper-left,ood_glare,glare,standard_grid,glare,medium,sterility_check
tray_047_q05,tray_047,images/tray_047.png,orientation_arrow,Which direction does the orange orientation arrow point?,left,up,right,down,diagonal,D,down,ood_glare,glare,standard_grid,glare,medium,spatial_reasoning
tray_047_q06,tray_047,images/tray_047.png,instrument_count,How many scalpel items are visible?,3,2,0,1,4,D,1,ood_glare,glare,standard_grid,glare,medium,inventory_check
tray_047_q07,tray_047,images/tray_047.png,checklist_order,"In the checklist strip, which step comes immediately after step 2?",2,1,4,3,5,D,3,ood_glare,glare,standard_grid,glare,medium,sequence_memory
tray_048_q00,tray_048,images/tray_048.png,instrument_slot,Which compartment contains the syringe?,Slot 1,Slot 5,Slot 2,Slot 4,Slot 3,C,Slot 2,ood_glare,glare,offset_grid,glare,medium,inventory_check
tray_048_q01,tray_048,images/tray_048.png,empty_slot,Which numbered compartment is empty?,Slot 2,Slot 1,Slot 4,Slot 5,Slot 3,E,Slot 3,ood_glare,glare,offset_grid,glare,medium,inventory_check
tray_048_q02,tray_048,images/tray_048.png,indicator_color,What color is the sterility indicator strip?,blue,green,pink,amber,brown,D,amber,ood_glare,glare,offset_grid,glare,medium,sterility_check
tray_048_q03,tray_048,images/tray_048.png,tag_code,What two-digit tray tag is displayed?,84,19,46,77,74,D,77,ood_glare,glare,offset_grid,glare,medium,text_reading
tray_048_q04,tray_048,images/tray_048.png,seal_breach,Where is the red wrap breach mark located?,upper-right,lower-left,lower-right,upper-left,center,D,upper-left,ood_glare,glare,offset_grid,glare,medium,sterility_check
tray_048_q05,tray_048,images/tray_048.png,orientation_arrow,Which direction does the orange orientation arrow point?,diagonal,right,up,left,down,C,up,ood_glare,glare,offset_grid,glare,medium,spatial_reasoning
tray_048_q06,tray_048,images/tray_048.png,instrument_count,How many forceps items are visible?,2,0,1,3,4,C,1,ood_glare,glare,offset_grid,glare,medium,inventory_check
tray_048_q07,tray_048,images/tray_048.png,checklist_order,"In the checklist strip, which step comes immediately after step 5?",4,2,3,1,5,B,2,ood_glare,glare,offset_grid,glare,medium,sequence_memory
tray_049_q00,tray_049,images/tray_049.png,instrument_slot,Which compartment contains the forceps?,Slot 3,Slot 5,Slot 4,Slot 1,Slot 2,C,Slot 4,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,inventory_check
tray_049_q01,tray_049,images/tray_049.png,empty_slot,Which numbered compartment is empty?,Slot 6,Slot 2,Slot 3,Slot 4,Slot 1,A,Slot 6,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,inventory_check
tray_049_q02,tray_049,images/tray_049.png,indicator_color,What color is the sterility indicator strip?,amber,blue,pink,green,brown,D,green,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,sterility_check
tray_049_q03,tray_049,images/tray_049.png,tag_code,What two-digit tray tag is displayed?,67,26,83,75,86,B,26,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,text_reading
tray_049_q04,tray_049,images/tray_049.png,seal_breach,Where is the red wrap breach mark located?,center,upper-left,lower-left,lower-right,upper-right,A,center,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,sterility_check
tray_049_q05,tray_049,images/tray_049.png,orientation_arrow,Which direction does the orange orientation arrow point?,down,diagonal,up,right,left,B,diagonal,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,spatial_reasoning
tray_049_q06,tray_049,images/tray_049.png,instrument_count,How many scalpel items are visible?,1,0,4,2,3,A,1,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,inventory_check
tray_049_q07,tray_049,images/tray_049.png,checklist_order,"In the checklist strip, which step comes immediately after step 1?",4,1,3,5,2,E,2,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,sequence_memory
tray_050_q00,tray_050,images/tray_050.png,instrument_slot,Which compartment contains the scalpel?,Slot 2,Slot 5,Slot 3,Slot 4,Slot 1,D,Slot 4,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,inventory_check
tray_050_q01,tray_050,images/tray_050.png,empty_slot,Which numbered compartment is empty?,Slot 4,Slot 2,Slot 5,Slot 3,Slot 1,D,Slot 3,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,inventory_check
tray_050_q02,tray_050,images/tray_050.png,indicator_color,What color is the sterility indicator strip?,blue,pink,brown,amber,green,C,brown,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,sterility_check
tray_050_q03,tray_050,images/tray_050.png,tag_code,What two-digit tray tag is displayed?,63,98,14,23,46,A,63,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,text_reading
tray_050_q04,tray_050,images/tray_050.png,seal_breach,Where is the red wrap breach mark located?,lower-right,upper-right,center,upper-left,lower-left,D,upper-left,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,sterility_check
tray_050_q05,tray_050,images/tray_050.png,orientation_arrow,Which direction does the orange orientation arrow point?,diagonal,right,down,up,left,C,down,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,spatial_reasoning
tray_050_q06,tray_050,images/tray_050.png,instrument_count,How many clamp items are visible?,3,2,0,4,1,E,1,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,inventory_check
tray_050_q07,tray_050,images/tray_050.png,checklist_order,"In the checklist strip, which step comes immediately after step 2?",1,2,3,4,5,A,1,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,sequence_memory
tray_051_q00,tray_051,images/tray_051.png,instrument_slot,Which compartment contains the syringe?,Slot 1,Slot 3,Slot 6,Slot 2,Slot 4,C,Slot 6,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,inventory_check
tray_051_q01,tray_051,images/tray_051.png,empty_slot,Which numbered compartment is empty?,Slot 2,Slot 3,Slot 5,Slot 4,Slot 1,D,Slot 4,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,inventory_check
tray_051_q02,tray_051,images/tray_051.png,indicator_color,What color is the sterility indicator strip?,amber,blue,green,brown,pink,B,blue,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,sterility_check
tray_051_q03,tray_051,images/tray_051.png,tag_code,What two-digit tray tag is displayed?,58,53,96,92,69,D,92,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,text_reading
tray_051_q04,tray_051,images/tray_051.png,seal_breach,Where is the red wrap breach mark located?,upper-left,lower-left,upper-right,lower-right,center,C,upper-right,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,sterility_check
tray_051_q05,tray_051,images/tray_051.png,orientation_arrow,Which direction does the orange orientation arrow point?,left,down,right,up,diagonal,B,down,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,spatial_reasoning
tray_051_q06,tray_051,images/tray_051.png,instrument_count,How many gauze items are visible?,0,2,4,3,1,A,0,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,inventory_check
tray_051_q07,tray_051,images/tray_051.png,checklist_order,"In the checklist strip, which step comes immediately after step 3?",2,5,3,1,4,A,2,ood_wrap_occlusion,wrap_occlusion,wide_grid,normal,high,sequence_memory
tray_052_q00,tray_052,images/tray_052.png,instrument_slot,Which compartment contains the syringe?,Slot 4,Slot 2,Slot 5,Slot 1,Slot 3,D,Slot 1,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,inventory_check
tray_052_q01,tray_052,images/tray_052.png,empty_slot,Which numbered compartment is empty?,Slot 4,Slot 2,Slot 5,Slot 1,Slot 3,E,Slot 3,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,inventory_check
tray_052_q02,tray_052,images/tray_052.png,indicator_color,What color is the sterility indicator strip?,blue,pink,green,brown,amber,D,brown,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,sterility_check
tray_052_q03,tray_052,images/tray_052.png,tag_code,What two-digit tray tag is displayed?,77,59,83,41,60,C,83,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,text_reading
tray_052_q04,tray_052,images/tray_052.png,seal_breach,Where is the red wrap breach mark located?,upper-left,lower-right,upper-right,lower-left,center,E,center,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,sterility_check
tray_052_q05,tray_052,images/tray_052.png,orientation_arrow,Which direction does the orange orientation arrow point?,left,up,down,right,diagonal,D,right,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,spatial_reasoning
tray_052_q06,tray_052,images/tray_052.png,instrument_count,How many forceps items are visible?,2,3,0,4,1,E,1,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,inventory_check
tray_052_q07,tray_052,images/tray_052.png,checklist_order,"In the checklist strip, which step comes immediately after step 1?",5,3,2,4,1,B,3,ood_wrap_occlusion,wrap_occlusion,standard_grid,normal,high,sequence_memory
tray_053_q00,tray_053,images/tray_053.png,instrument_slot,Which compartment contains the forceps?,Slot 5,Slot 2,Slot 4,Slot 1,Slot 3,B,Slot 2,ood_dense_clutter,dense_clutter,offset_grid,normal,high,inventory_check
tray_053_q01,tray_053,images/tray_053.png,empty_slot,Which numbered compartment is empty?,Slot 5,Slot 1,Slot 2,Slot 3,Slot 4,A,Slot 5,ood_dense_clutter,dense_clutter,offset_grid,normal,high,inventory_check
tray_053_q02,tray_053,images/tray_053.png,indicator_color,What color is the sterility indicator strip?,amber,green,blue,pink,brown,C,blue,ood_dense_clutter,dense_clutter,offset_grid,normal,high,sterility_check
tray_053_q03,tray_053,images/tray_053.png,tag_code,What two-digit tray tag is displayed?,49,24,97,90,34,A,49,ood_dense_clutter,dense_clutter,offset_grid,normal,high,text_reading
tray_053_q04,tray_053,images/tray_053.png,seal_breach,Where is the red wrap breach mark located?,lower-right,upper-right,lower-left,upper-left,center,D,upper-left,ood_dense_clutter,dense_clutter,offset_grid,normal,high,sterility_check
tray_053_q05,tray_053,images/tray_053.png,orientation_arrow,Which direction does the orange orientation arrow point?,up,left,right,diagonal,down,A,up,ood_dense_clutter,dense_clutter,offset_grid,normal,high,spatial_reasoning
tray_053_q06,tray_053,images/tray_053.png,instrument_count,How many syringe items are visible?,0,2,3,4,1,A,0,ood_dense_clutter,dense_clutter,offset_grid,normal,high,inventory_check
tray_053_q07,tray_053,images/tray_053.png,checklist_order,"In the checklist strip, which step comes immediately after step 3?",3,5,4,2,1,B,5,ood_dense_clutter,dense_clutter,offset_grid,normal,high,sequence_memory
